137;5;Bitcoin SV (BSV);BSV;995;0;1011011111110111111111111011001111101111111111111111111000000001111111111111111111100001100000000000100101000000000010100100111111111111101111111111111111111111110111111011111101111000100100000000000000011100000
138;13;Polygon (MATIC);MATIC;1014;0;1011011111111111111111111111001111111111111111111111111100000001101110101111111111100001100000000000001101100001001011111111111110111111101111110111111111111101110001111111111100010000000100000000100000011110000
139;7;Ethereum (ETH);ETH;993;0;1111111111111111111111111111101111111111111111111111111100000001111111111111111111111111111000101010101111100001101011111111111111111111111111111111111111111111110111111111111101111100101111111101111111111111111
140;14;Dash (DASH);DASH;992;0;1111111111111111111111111111101111111111111111111111111100000001111111111111111111110111110000100010101111100001101011111111111111111111111111111111111111111111110111111111111101111100100111001001111111111110001
141;206;Наличные EUR;EUR Наличными;978;5;1001001111110111110110010011000110000100000000000000010000000001101110000011100011100010000110000100000000000000000100100000000000000000001110110100000000010000000000000011110000000000100001000000000000000000000
142;78;Advanced Cash UAH;UAH AdvCash;980;1;1011111111111111111111111011001111101111110011111111111100000001111111111111101111100001100000100000100110000001000010100101111111111111111111111111111111111111110111111111111101111000100111001001111001111110000
143;120;Альфа cash-in USD;USD Альфа cash-in;840;3;0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
144;63;Paymer RUB;RUB Paymer;643;1;0000000000000010000000000000000000000000000000000000000000000001100000000011100011100001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
145;88;Capitalist USD;USD Capitalist;840;1;1011111111111111111111111011001111101111110011111111110000000001111111111111111111100110100000100000100110000000000010100100111111111111111111111111111111111111110111111111111101111000100111001001111001111111100
146;163;Visa/MasterCard GBP;GBP Карта;826;3;1001101111111110111111111011001111101110010111111111010000000001111000101111111111100001100000000000000100000000000010100100111110101111101100000001101001011111110011110000011100111000000100000000000000000000000
147;124;Тинькофф QR;RUB ТКС QR;643;3;1001001011110111110111000011001110000100000000000000000000000000100000000001000010000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
148;106;Криптобиржи USD;USD Trade;840;1;1011111111111111000111111111111111111111111111111111100000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
149;11;Monero (XMR);XMR;991;0;1111111111111111111111111111101111111111111111111111111100000001111111111111111111110011110000001010101111000001101011111111111111111111111111111111111111111111110111111111111101111000100101100001111110011110001
150;202;Ria USD;USD Ria;840;4;1000001010000001110000000000000000000000000000000000000000000001100000000010000010000000000000000000000000010000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000
151;203;Ria EUR;EUR Ria;978;4;1000001010000001000000000000000000000000000000000000000000000001100000000010000010000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
152;92;PaySera USD;USD PaySera;840;1;0000000000000000000000000000000000000000000000000000010000000000000110000000000011100000000010000000000000000000000000000000000000000000000000000000000000000000000000000011000000000000100001000000000000000000000
153;107;Криптобиржи EUR;EUR Trade;978;1;1001001011001110000000000010001110100000111011100000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
154;99;Epay USD;USD Epay;840;1;0000000111110100010000001001000111000100100000000000010000000001000110100011000011100000000110000000000000000000000010000100000000000000000000000000000010100000000000000011100000101000100001100100000000010000000
155;159;Visa/MasterCard SEK;SEK Карта;752;3;1001001011011000110111111001001110000110000111111110100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
156;67;PM e-Voucher USD;USD PMV;840;1;1011111111111111111111111011001111101111110011111111110000000001111111111111111111100001100000000000100110000000000010111110111111111111111111111111111111111111110111111111111101111000100111001001111001111111100
157;131;Райффайзен;RUB РФБ;643;3;1011111111111110111111111111101111111111111111111111110000000001111110111111111111100001100000000000101110000000000000000000000000101110101111111100010110111011110111011100111001111000000100000000000000000000000
